Symbol,ROE,DebtToEquity,EPS,BookValuePerShare,CurrentRatio,NetProfitMargin,Segment,DilutedEPS,RevenueCr,NetProfitCr,OperatingMargin,ROA,TotalDebtCr,EquityCr,TotalAssetsCr,CashCr,SharesOutstandingCr,EffectiveTaxRate
TREEHOUSE,-5.52,0.0,-1.65,42.71,2.92,-249.79,Not applicable,-1.65,3.99,-9.97,,-5.21,,180.71,191.42,0.02,4.231,
TREJHARA,4.87,0.0701,6.37,127.81,1.66,12.89,Single segment,6.37,116.54,15.02,,4.1,21.6,308.23,366.59,3.24,2.4117,
TREL,1.93,0.0,1.02,,3.03,53.31,,1.02,46.97,25.04,,1.82,,1296.01,1372.14,0.98,,
TRENT,24.22,0.0703,48.37,199.94,1.26,8.57,Retail,48.37,20074.21,1721.33,,14.68,499.89,7107.96,11728.58,281.36,35.55,
TRF,2.49,1.5221,1.92,77.11,2.62,2.48,,1.92,85.03,2.11,,0.61,129.15,84.85,348.78,5.01,1.1004,
TRIDENT,7.91,0.3716,0.74,9.33,1.56,5.63,,0.74,6681.16,376.06,,5.01,1767.77,4757.09,7499.87,20.96,509.6,
TRIGYN,0.25,0.0081,0.64,2587.93,4.66,0.2,Software Services,0.64,976.43,1.99,,0.2,6.47,796.72,982.15,474.01,0.3079,
TRITURBINE,24.16,0.0,11.0,45.47,1.98,16.02,Manufacture of Steam Turbines & Part thereof,11.0,2181.1,349.4,,13.99,,1446.0,2496.8,100.7,31.8,
TRIVENI,8.04,0.0065,12.19,152.71,1.49,3.53,,12.19,7620.85,268.71,,4.12,2147.41,3342.83,6521.19,55.22,21.89,
TRU,-220.88,0.0629,-9.48,4.29,,-136.48,,-9.48,82.54,-112.65,,-28.77,,51.0,391.51,8.34,11.8862,
TRUALT,6.14,1.0427,12.3,157833.5,1.36,5.61,Ethanol,12.3,1727.51,96.87,,2.56,1645.75,1578.34,3778.34,88.26,0.01,
TSFINV,8.7,0.036,23.49,274.37,5.13,53.83,,23.49,984.89,530.21,,7.86,219.66,6093.85,6747.88,85.82,22.2104,
TTKHLTCARE,5.89,0.0214,46.48,788.98,5.91,7.66,,46.48,857.28,65.68,,4.94,23.88,1114.85,1328.74,21.88,1.413,
TTKPRESTIG,7.95,0.028,11.73,143.92,3.5,5.27,Kitchen Appliances,11.72,2973.57,156.67,,5.75,55.13,1971.72,2724.96,35.79,13.7,
TTL,0.23,0.6373,0.01,4.84,2.0,0.15,Textiles,0.01,191.52,0.29,,0.13,79.74,125.11,227.13,0.46,25.8311,
TTML,1.08,-1.034,-1.1,-102.22,0.01,-18.56,Telecommunications,-1.1,1160.23,-215.3,,-16.05,20663.04,-19983.38,1341.03,15.4,195.493,
TULSI,,,-7.0,,,-56.05,Manufacturing of PVC Pipes| CPVC| HDPE,-7.0,26.15,-14.66,,,,,,,2.0949,
TVSELECT,1.31,0.4329,0.67,51.45,1.18,0.28,,0.67,455.2,1.26,,0.45,41.54,95.95,282.54,2.21,1.865,
TVSHLTD,18.37,0.009,159.3,866.81,,62.42,Core Investment Compnay,159.3,516.34,322.3,,8.89,,1754.43,3624.83,6.46,2.024,
TVSMOTOR,29.74,0.026,63.53,225.49,0.97,5.68,,63.53,56069.52,3186.43,,5.64,31623.93,10712.86,56500.62,3926.45,47.51,
TVSSCS,5.67,0.5384,2.59,46.71,1.02,1.06,,2.59,11002.97,117.02,,1.63,1110.31,2062.31,7199.91,612.83,44.15,
TVSSRICHAK,5.97,0.6407,93.03,1553.76,0.89,1.95,TYRES| TUBES & FLAPS,93.03,3643.35,71.06,,2.34,762.51,1190.18,3042.88,19.66,0.766,
TVTODAY,1.61,0.0165,2.4,149.32,2.81,1.77,,2.4,808.7,14.35,,1.27,14.67,890.86,1129.16,23.43,5.966,
TVVISION,19.35,-0.0164,-8.9,-46.01,0.01,-243.7,Broadcasting,-8.9,14.15,-34.49,,-190.86,2.93,-178.26,18.07,0.08,3.8744,
UBL,9.13,0.2596,15.63,452784.0,1.24,2.37,Manufacture and Supply of Beer,15.63,17463.49,413.39,,4.27,1175.26,4527.84,9692.57,460.08,0.01,
UCAL,-10.22,0.5689,-15.07,147.49,0.98,-3.98,Automotive,-15.07,837.82,-33.32,,-4.9,185.55,326.16,680.3,8.32,2.2114,
UCOBANK,,,,,,,,,,,,,,,395858.45,,1253.956,
UDS,7.84,0.0001,12.8,157.69,2.32,2.82,,12.8,2939.51,82.78,,5.05,0.1,1055.82,1639.83,208.53,6.6953,
UEL,3.57,0.2707,0.24,6.65,2.65,19.01,,0.08,16.64,3.16,,2.7,24.0,88.67,117.1,0.59,13.3398,
UFBL,-19.27,0.0285,-15.13,82.2,0.42,-4.62,Setting-up and Operating Restaurants,-15.13,1338.7,-61.91,,-4.31,134.43,321.31,1437.34,25.58,3.9086,
UFLEX,4.39,1.2388,20.5,467.44,1.3,1.9,,20.5,7778.47,148.02,,1.63,4181.55,3375.41,9073.6,432.03,7.221,
UFO,7.66,0.2374,6.42,83.79,1.7,5.17,Based on the management approach| the performance of digital cinema services including new ventures and the sale of digital cinema equipment is evaluated currently as single operating segment.,6.42,482.0,24.91,,3.89,77.2,325.19,639.65,12.52,3.881,
UGARSUGAR,5.82,2.8584,1.21,20.77,0.91,0.9,,1.21,1515.09,13.61,,1.03,667.95,233.68,1320.28,1.95,11.25,
UGROCAP,6.02,0.0371,14.08,190.17,,9.02,Business of lending and investing and primarily deals in financing SME and MSME sector,13.18,1937.06,174.81,,1.24,,2906.02,14075.02,1377.53,15.2816,
UJJIVANSFB,,,,,,,,,,,,,,,57541.21,,194.271,
ULTRACEMCO,10.15,0.0028,277.62,2738.99,0.74,9.25,Manufacturing| marketing and distribution of building materials and providing complete building solutions and support services,277.45,88511.53,8188.35,,5.79,22780.66,80712.44,141376.05,354.48,29.468,
UMAEXPORTS,0.43,0.7216,0.25,58.4,1.55,0.06,Agri Products,0.25,1529.91,0.84,,0.22,142.47,197.44,384.92,1.63,3.381,
UMESLTD,16.08,0.0918,0.3,0.93,0.3,44.81,EDUCATION,0.3,0.88,0.39,,12.36,0.23,2.45,3.19,0.02,2.6416,
UMIYA-MRO,,,0.13,,,1.44,,0.13,16.33,0.24,,,,,,,1.8685,
UNICHEMLAB,6.05,0.0203,22.57,373.17,4.87,11.25,Pharmaceuticals,22.53,1412.29,158.94,,5.14,53.34,2627.1,3092.45,252.67,7.04,
UNIDT,6.78,0.0099,9.4,137.73,10.05,10.47,Engineering,9.4,181.12,18.97,,6.16,2.77,279.64,307.88,0.34,2.0303,
UNIECOM,12.83,0.0,2.51,19.93,1.78,23.96,Providing solutions relating to Supply Chain Management,2.49,119.9,28.73,,10.91,,223.97,263.33,1.9,11.238,
UNIENTER,0.85,0.0,2.98,351.82,1.68,64.72,,2.98,32.0,20.71,,0.79,,2446.77,2618.84,15.1,6.9546,
UNIINFO,-3.76,0.1671,-1.12,29.76,4.09,-2.75,Rendering Telecom Services,-1.12,43.52,-1.2,,-2.86,5.32,31.82,41.82,0.03,1.0693,
UNIMECH,8.58,0.152,12.44,144.99,4.81,26.31,Not Applicable,12.42,240.49,63.28,,6.85,112.09,737.39,923.55,37.15,5.0857,
UNIONBANK,,,,,,,,,,,,,,,1587502.69,,763.361,
UNIPARTS,18.19,0.1059,35.07,192.82,3.08,13.53,Linkage Parts and Components for Off-Highway Vehicles,35.04,1170.4,158.32,,12.62,92.16,870.44,1254.88,46.95,4.5143,
UNITDSPR,20.52,0.0007,25.89,123.54,2.05,6.61,,25.89,27816.0,1838.0,,12.7,6.0,8957.0,14469.0,859.0,72.5,
UNITECH,26.76,-0.6663,-9.39,-43.11,0.62,-589.22,,-9.39,512.23,-3018.15,,-11.9,7515.88,-11279.22,25359.11,210.81,261.6301,
UNITEDPOLY,18.31,0.8013,1.07,5.78,2.1,3.56,Manufacturing of Yarn,1.07,682.03,24.29,,8.9,106.28,132.63,272.95,0.52,22.9516,
UNITEDTEA,9.09,0.0,43.91,482.91,10.04,26.33,,43.91,83.35,21.94,,8.58,,241.29,255.65,4.5,0.4997,
UNIVAFOODS,14.58,-1.17,0.09,-0.62,4.42,-86.0,Hotels,0.09,0.15,-0.13,,-66.36,1.03,-0.88,0.19,0.04,1.4323,
UNIVASTU,22.98,0.2962,6.48,0.0,1.37,10.56,Construction,6.48,243.35,25.69,,7.78,33.11,111.79,330.28,80.63,35986.77,
UNIVCABLES,8.63,0.6217,47.01,544.99,1.25,5.4,Cable,47.01,3022.67,163.11,,3.77,1175.65,1891.01,4323.09,5.2,3.4698,
UNIVPHOTO,-9.85,0.0,-73.02,740.83,260.83,-425.67,PHOTO FILMS,-73.02,18.78,-79.94,,-9.69,,811.21,824.99,0.13,1.095,
UNOMINDA,16.77,0.0032,16.87,100.34,1.14,6.61,Auto Components,16.84,14699.65,971.69,,9.48,1796.6,5793.87,10251.14,176.09,57.745,
URAVIDEF,4.21,0.4642,0.92,44.61,1.64,5.54,,0.92,38.62,2.14,,2.73,23.61,50.85,78.37,0.81,1.14,
URBANCO,-10.95,0.0,-1.57,14.66,4.51,-15.1,,-1.57,1555.54,-234.81,,-8.69,,2143.59,2702.31,119.69,146.22,
URJA,1.02,0.0,0.04,2.78,1.29,2.58,,0.04,58.53,1.51,,0.8,,148.45,188.7,0.7,53.3901,
USHAMART,14.12,0.0441,15.3,108.23,3.28,12.63,,15.29,3691.06,466.31,,11.07,145.54,3302.08,4211.82,241.84,30.51,
USK,0.97,0.4498,0.33,0.0,1.7,0.78,Construction,0.33,211.33,1.66,,0.45,76.61,170.31,365.09,14.77,553571.42,
UTIAMC,10.49,0.0,31.51,350.5,,27.82,,31.41,1698.05,472.43,,9.37,,4504.63,5043.38,35.57,12.852,
UTKARSHBNK,,,,,,,,,,,,,,,28869.07,,177.9524,
UTLSOLAR,23.88,0.0036,10.24,41.56,1.72,11.46,The Company is engaged in the production and sale of Rooftop solar power generating systems(SPGS),10.21,2654.51,304.12,,12.98,461.49,1273.36,2343.56,139.46,30.642,
UTTAMSUGAR,11.31,0.8113,26.3,233.25,1.19,4.57,,26.3,2201.65,100.59,,5.19,721.75,889.57,1937.29,9.22,3.8138,
UYFINCORP,12.41,0.0001,2.54,20.45,,29.85,Financial and Related Services,2.54,161.77,48.28,,11.4,,388.98,423.43,1.13,19.0238,
V2RETAIL,18.1,0.2814,4.62,24.75,1.44,5.34,Retail Trade of Apparel & Non Apparel,4.62,3060.03,163.34,,6.74,253.9,902.31,2421.85,5.54,36.4638,
VADILALIND,18.23,0.1074,215.78,1183.07,3.0,10.32,Food Segment,215.78,1503.12,155.11,,12.18,91.35,850.63,1273.33,37.29,0.719,
VAIBHAVGBL,16.15,0.0681,15.97,98.66,2.76,7.21,,15.75,3691.79,266.13,,10.45,112.23,1647.93,2547.25,333.54,16.7024,
VAISHALI,6.03,0.2681,0.32,10.6,2.34,3.83,INR,0.32,108.77,4.16,,3.38,18.53,69.12,123.39,1.11,6.5231,
VAKRANGEE,4.98,0.017,0.1,2.06,1.81,4.36,,0.1,254.76,11.12,,3.57,3.81,223.35,311.58,40.69,108.3192,
VALECHAENG,13.7,-0.3212,-101.63,-741.63,0.12,-694.51,Civil Construction,-101.63,32.97,-228.98,,-76.31,536.75,-1670.9,300.08,24.28,2.253,
VALIANTLAB,-1.05,0.1446,-0.51,57.24,1.91,-1.38,Manufacturing Chemicals,-0.51,237.47,-3.27,,-0.7,44.95,310.89,463.98,3.53,5.4313,
VALIANTORG,4.38,0.3328,11.86,271.02,1.01,4.5,,11.86,738.76,33.23,,2.7,252.75,759.37,1230.79,1.79,2.802,
VALUEIND,14.53,-1.3773,-72.97,-502.32,0.12,,Electronic equipments,-72.97,0.0,-285.92,,-33.37,2711.07,-1968.39,856.81,0.61,3.9186,
VAML,49.39,-0.8408,-3.66,-7.41,0.19,,VAML,-3.66,0.0,-0.04,,-192.63,0.06,-0.07,0.02,0.01,0.01,
VARDHACRLC,10.73,0.0,3.39,31.6,3.5,8.55,Acrylic Fibre,3.39,318.57,27.25,,7.95,,253.92,342.56,3.23,8.036,
VARDMNPOLY,-3.9,-0.2796,0.17,-4.08,0.8,3.25,,0.17,236.7,7.68,,2.71,55.12,-197.18,283.13,0.28,48.3019,
VARROC,12.64,0.0041,14.73,119.0,0.88,2.59,,14.73,8890.49,229.83,,4.71,737.7,1818.18,4874.69,124.98,15.279,
VASCONEQ,4.26,0.0026,2.15,49.58,1.95,5.15,,2.15,949.29,48.9,,2.07,298.6,1148.82,2361.23,56.09,23.17,
VASWANI,2.83,1.8454,1.31,45.56,1.37,0.91,,1.31,467.37,4.24,,0.83,276.99,150.1,508.31,4.68,3.2946,
VBL,,,2.58,,,13.07,Manufacturing and Distribution of Beverages,2.58,6721.54,878.71,,,,,,,338.2095,
VCL,24.62,0.2344,0.3,1.22,2.84,49.48,Manufacturing and Processing of fabrics of Shirting and Suiting,0.3,11.17,5.53,,15.01,5.26,22.44,36.82,0.05,18.3752,
VEDL,22.71,0.0068,45.34,199.61,0.67,73.09,,45.34,24252.0,17726.0,,9.99,10648.0,78049.0,177380.0,237.0,391.0,
VEDPOWER,-88.44,3.0103,-5.34,6.04,0.41,-31.42,Power Generating,-5.34,5453.18,-1713.26,,-18.54,5831.45,1937.16,9241.6,46.14,320.661,
VEEDOL,18.5,0.0,112.75,609.18,3.02,8.84,LUBRICANTS,112.75,2168.54,191.62,,13.63,,1035.61,1406.05,168.1,1.7,
VENKEYS,8.43,0.102,98.85,1132.78,2.22,3.61,,98.85,3727.32,134.6,,5.83,162.77,1596.09,2308.66,62.16,1.409,
VENTIVE,7.42,0.301,18.23,289.49,1.18,20.39,,18.23,2461.05,501.89,,4.7,2034.83,6760.8,10680.6,255.56,23.354,
VENUSPIPES,15.25,0.4271,49.51,322.69,1.42,8.74,Manufacturing,49.43,1166.85,101.96,,7.85,285.53,668.48,1299.55,6.18,2.0716,
VENUSREM,15.48,0.0,76.89,496.45,2.44,13.35,PHARMACEUTICALS,76.89,769.6,102.78,,12.04,,663.75,853.71,25.12,1.337,
VERANDA,13.54,0.3141,11.84,99.65,0.69,26.95,,11.73,481.51,129.75,,7.08,301.0,958.36,1832.2,29.87,9.617,
VERTOZ,3.99,0.0026,0.07,16.95,1.67,7.1,We are a programmatic Advertising Company that offers engaging and innovative advertising and monetization solutions which replaces the traditional methods of media buying and selling of advertisement. Our Company proprietary technology advanced capabilities and programmatic platform is a highly scalable software platform that powers and optimizes the marketplace for the real time trading of digital advertising inventory between advertisers and publishers.,0.07,81.2,5.76,,2.58,37.07,144.48,223.43,0.51,8.523,
VESUVIUS,,,2.75,,,11.17,Refractory,2.75,499.85,55.85,,,,,,,20.3,
VETO,8.47,0.0739,13.15,151.78,3.19,6.36,,13.15,386.71,24.58,,6.18,21.43,290.12,397.85,1.91,1.9115,
VGL,16.17,0.0374,-16.64,14.95,0.62,19.82,Trading,-16.64,62.8,12.45,,6.78,2.88,77.01,183.59,3.36,5.1529,
VGUARD,12.99,0.0037,7.03,54.33,1.84,5.17,,7.01,5965.78,308.33,,8.3,8.84,2373.05,3713.72,46.92,43.68,
VHL,5.74,0.0,676.83,11804.64,,1763.35,Financing and Investing Activities,676.83,12.25,216.01,,5.73,,3765.68,3769.23,0.42,0.319,
VHLTD,6.87,0.9894,2.91,39.48,1.22,12.79,Hotelier,2.91,143.2,18.32,,3.29,263.96,266.8,556.72,19.42,6.7579,
VIDHIING,14.93,0.1758,9.8,172.63,3.3,12.88,Manufacturing and trading of food colours and chemicals,9.8,380.03,48.96,,11.69,57.63,327.83,418.62,11.53,1.899,
VIDYAWIRES,12.02,0.1777,2.71,22.56,4.26,3.13,Manufacturing of winding and conductivity products,2.71,1839.64,57.66,,9.52,85.27,479.83,605.52,72.61,21.269,
VIJAYA,18.07,0.0,16.81,93.02,2.6,21.24,Diagnostic Services,16.79,814.2,172.98,,11.48,,957.15,1507.05,39.68,10.2897,
VIJIFIN,8.45,0.0,0.14,1.64,,38.86,FINANCIAL SERVICES,0.14,5.08,1.97,,5.87,,23.36,33.65,0.44,14.25,
VIKASECO,0.03,0.0997,0.0,2.81,3.5,0.05,,0.0,261.63,0.13,,0.03,38.92,390.55,479.3,0.09,138.8356,
VIKASLIFE,13.66,0.1298,0.46,3.39,1.45,17.51,,0.46,492.05,86.17,,10.66,81.83,630.68,808.73,0.55,185.9836,
VIKRAMSOLR,14.85,0.0316,13.68,87.43,1.88,9.8,Manufacture of solar PV Modules,13.6,4802.25,470.42,,8.21,100.07,3167.76,5728.48,35.77,36.233,
VIKRAN,7.41,0.2362,4.05,47.98,1.98,7.34,ENGINEERING| PROCUREMENT AND CONSTRUCTION,4.05,1249.31,91.7,,3.66,292.27,1237.37,2503.51,33.26,25.79,
VIMTALABS,16.97,0.0073,17.4,102.28,3.43,19.03,CONTRACT RESEARCH AND TESTING SERVICES,17.2,407.29,77.51,,13.79,3.33,456.87,562.23,22.97,4.467,
VINATIORGA,14.03,0.0,42.8,304.89,5.4,19.93,Specialty Chemicals,42.8,2226.89,443.74,,12.36,,3161.68,3589.53,3.77,10.37,
VINCOFE,12.68,0.2172,4.96,39.07,4.38,13.05,Trading| Manufacturing and Export of Instant Coffee and Instant Chicory Products,4.96,553.05,72.19,,9.96,123.63,569.21,724.79,86.05,14.5688,
VINDHYATEL,5.24,0.3389,185.79,3548.49,1.43,6.13,,185.79,3593.21,220.18,,2.63,1425.2,4205.28,8362.6,12.54,1.1851,
VINEETLAB,,,0.42,,,0.95,Active pharmaceuticals ingredient and intermediates,0.42,40.51,0.39,,,,,,,0.9219,
VINNY,1.11,0.1706,0.02,1.78,1.91,0.74,INR,0.02,124.62,0.92,,0.74,14.16,83.0,124.2,1.1,46.5247,
VINYLINDIA,12.66,0.0038,8.99,71.01,2.27,2.53,Trading in Vinyl Acetate Monomer,8.99,652.44,16.49,,7.07,0.49,130.26,233.33,2.29,1.8344,
VIPCLOTHNG,5.05,0.3385,1.09,21.57,1.83,3.86,HOSIERY,1.07,253.83,9.81,,2.99,65.8,194.37,328.25,0.75,9.013,
VIPIND,-116.76,1.4188,-23.79,20.38,0.96,-18.19,Manufacturing of luggage and travel accessories,-23.79,1858.13,-338.01,,-21.07,410.75,289.5,1604.22,31.71,14.205,
VIPULLTD,,,0.5,,,37.3,Real Estate,0.5,18.82,7.02,,,,,,,14.0959,
VIRINCHI,2.97,0.2225,1.35,43.22,0.8,8.52,,1.35,164.0,13.98,,2.18,104.64,470.27,641.1,5.95,10.8797,
VISACHROME,-477.64,-1.6113,87.89,-17.01,0.1,186.99,Ferro Alloys,85.85,561.62,1050.15,,196.22,354.25,-219.86,535.18,2.53,12.929,
VISAKAIND,10.32,0.3658,9.88,95.7,1.59,5.09,,9.88,1677.86,85.36,,6.33,302.49,826.86,1349.1,24.31,8.6405,
VISESHINFO,,,-0.01,,,-1043.31,,-0.01,0.26,-2.69,,,,,,,377.4437,
VISHNU,13.24,0.4907,21.14,159.63,1.6,8.84,Operating Segment,21.14,1609.7,142.27,,6.81,527.23,1074.53,2087.83,8.07,6.7316,
VISHWARAJ,-11.14,1.6627,-1.26,11.61,0.76,-7.48,,-1.26,376.81,-28.17,,-3.4,420.58,252.95,827.75,2.45,21.7828,
VISL,49.39,-0.8394,-3.66,-7.41,0.19,,VISL,-3.66,0.0,-0.04,,-191.62,0.06,-0.07,0.02,0.01,0.01,
VITAL,7.95,0.1,3.73,46.98,1.26,8.5,Chemical Manufacturing,3.71,105.26,8.95,,5.36,11.25,112.53,166.94,0.46,2.3951,
VIVIANA,45.39,0.8605,52.33,114.76,1.07,9.93,,52.33,531.25,52.73,,8.47,99.98,116.19,622.24,1.63,1.0125,
VIVIDHA,377.5,-15.4504,-0.05,-0.01,31.92,-1334.38,Single segment,-0.05,0.12,-1.54,,-25.59,6.29,-0.41,6.01,0.17,29.2701,
VIVIMEDLAB,,,-3.54,,,-50.61,Pharma,-3.44,57.99,-29.35,,,,,,,,
VIYASH,7.21,0.1399,4.09,71.3,2.38,6.57,Pharmaceuticals,4.01,3420.31,224.65,,4.85,435.82,3114.73,4628.39,255.76,43.685,
VLEGOV,-2.54,0.0,-0.1,4.11,1.86,-6.59,E-Governance & IT/ITES Business,-0.1,17.15,-1.13,,-2.4,,44.57,47.2,2.04,10.8451,
VLSFINANCE,1.03,0.0,6.5,670.87,,55.17,Investment and Stock Broking,6.5,39.43,21.75,,0.99,,2113.31,2205.19,70.32,3.1501,
VMART,13.04,0.1052,11.79,119.7,1.04,3.27,,11.74,3789.36,124.0,,4.46,100.01,951.1,2779.9,19.53,7.946,
VMM,11.32,0.0,1.8,15.86,1.6,6.5,Contract Manufacturing,1.79,12906.32,839.23,,7.33,,7413.26,11449.43,530.03,467.3118,
VMSTMT,9.22,0.01,4.95,45.97,1.31,2.51,Manufacturing of TMT Bars,4.95,838.56,21.03,,4.05,228.69,228.13,519.41,1.05,4.9631,
VOGL,40.18,-1.4393,-81.53,-203.08,0.16,-52.06,,-81.53,365.94,-190.51,,-32.94,682.51,-474.19,578.39,9.14,2.335,
VOLTAMP,17.04,0.0,301.85,1771.06,4.16,14.18,Manufacturing of Electrical Transformers,301.85,2153.69,305.38,,15.13,,1791.8,2017.96,73.1,1.0117,
VOLTAS,5.78,0.151,11.36,193.44,1.37,2.6,,11.36,14244.5,370.0,,2.55,966.4,6399.05,14509.68,755.1,33.08,
VPRPL,-23.83,1.0311,-12.04,50.54,1.34,-17.64,CONSTRUCTION AND INFRASTRUCTURE,-12.04,851.2,-150.12,,-7.98,649.54,629.95,1880.25,0.82,12.4644,
VRAJ,7.45,0.0956,9.7,130.31,7.15,5.44,Steel,9.7,587.92,32.01,,6.46,41.07,429.8,495.53,0.35,3.2983,
VRLLOG,20.73,0.3989,13.54,65.3,0.49,7.35,LOGISTICS,13.54,3221.11,236.83,,9.09,455.69,1142.44,2605.14,15.48,17.494,
VSSL,9.55,0.0725,13.15,132.11,2.9,6.96,Manufacturing of Steel products,13.13,1754.43,122.02,,7.47,92.65,1277.32,1633.12,6.27,9.6686,
VSTIND,20.22,0.0,17.21,85.11,2.52,14.29,Tobbcco and tobacco products,17.21,2045.74,292.26,,14.5,,1445.67,2015.83,23.69,16.986,
VSTL,4.46,0.9771,4.64,103.89,1.25,0.77,The Company operates in a single segment of manufactuting of steel pipes and tubes.,4.64,1149.35,8.79,,2.0,192.5,197.0,439.06,4.4,1.8962,
VSTTILLERS,9.57,0.0,121.16,1266.34,5.63,8.44,Manufacturing and trading of agriculture machinery,120.68,1240.36,104.72,,7.79,,1094.12,1344.24,46.68,0.864,
VTL,7.11,0.1752,26.18,372.02,4.15,7.63,,26.18,9869.05,753.2,,5.43,1854.78,10587.79,13865.55,43.3,28.46,
WAAREEENER,28.66,0.1386,130.88,456.45,1.23,17.92,Manufacturing of Solar Modules,130.62,20990.51,3762.46,,16.27,1820.24,13129.66,23128.91,187.82,28.765,
WAAREEINDO,85.92,0.0,59.27,68.99,6.7,36.27,Module Manufacturing,59.27,679.85,246.6,,71.6,,287.01,344.4,1.09,4.1604,
WAAREERTL,51.26,0.0875,45.91,89.49,1.35,14.37,,45.86,3331.42,478.64,,20.16,81.67,933.83,2373.79,71.82,10.4346,
WABAG,14.37,0.0887,70.24,411.79,1.71,9.38,,69.31,3944.2,369.8,,6.04,228.4,2573.7,6122.4,785.1,6.25,
WAKEFIT,16.71,0.0,6.03,34.3,2.13,12.71,Home Furnishing,6.0,1488.94,189.18,,10.8,,1131.82,1751.2,88.49,32.997,
WALCHANNAG,-4.09,0.6101,-2.17,52.88,1.08,-5.33,,-2.17,275.19,-14.68,,-1.67,218.9,358.79,881.42,20.09,6.785,
WANBURY,45.78,1.4915,20.55,41.34,1.19,10.17,PHARMACEUTICALS,19.49,650.27,66.13,,12.78,215.45,144.45,517.67,1.61,3.4939,
WCIL,4.48,0.2505,3.81,85.03,2.6,2.12,LOGISTICS AND ALLIED SERVICES,3.81,1829.24,38.82,,3.22,217.17,866.97,1205.43,9.22,10.1956,
WEALTH,22.51,0.0,36.29,159.64,5.79,55.98,Financial Services,36.29,68.39,38.28,,21.28,,170.1,179.94,1.3,1.0655,
WEBELSOLAR,48.04,0.187,6.98,14.53,2.94,28.87,Manufacturing of Solar Cell and Solar Modules,6.98,1049.44,303.0,,32.54,117.97,630.7,931.02,66.32,43.42,
WEIZMANIND,8.95,0.0942,3.82,42.62,1.15,4.67,Processing and Manufacturing of Textiles Fabrics,3.82,126.69,5.91,,6.31,6.22,66.03,93.75,1.84,1.5494,
WEL,8.69,1.0584,0.68,7.83,1.23,1.39,Manufacturing of fans,0.68,654.75,9.11,,2.2,111.0,104.88,414.68,28.56,13.4008,
WELCORP,17.23,0.23,61.23,356.55,1.33,9.66,,61.2,16770.14,1620.49,,7.93,2162.54,9405.86,20434.0,1512.59,26.38,
WELENT,9.78,0.0638,22.73,232.41,1.97,11.88,Infrastructural Activities,22.27,2594.88,308.29,,6.14,200.98,3151.69,5023.61,114.91,13.561,
WELINV,0.45,0.0,8.29,1837.92,,58.3,Financial,8.29,5.2,3.03,,0.4,,671.67,752.73,5.33,0.3654,
WELSPUNLIV,4.28,0.0036,2.29,51.9,1.58,2.27,,2.29,9399.11,212.89,,2.04,1802.37,4977.95,10455.06,138.07,95.91,
WENDT,5.73,0.0,72.75,1269.35,3.88,6.16,,72.75,236.32,14.55,,4.76,,253.87,305.6,27.96,0.2,
WESTLIFE,5.22,0.0,2.07,39.7,,1.23,Quick Service Restaurants,2.07,2625.56,32.33,,1.14,,619.09,2830.2,16.5,15.5941,
WEWIN,14.33,0.107,2.82,30.64,1.89,4.76,,2.82,93.65,4.46,,8.34,3.33,31.13,53.52,0.01,1.0161,
WEWORK,23.66,1.0883,5.39,22.55,0.33,2.97,Single segment,5.23,2431.76,72.22,,1.02,332.19,305.23,7094.69,61.64,13.5378,
WHEELS,14.98,0.6537,63.44,431.82,0.87,2.89,,63.44,5464.94,158.05,,4.48,689.66,1054.93,3526.93,3.64,2.443,
WHIRLPOOL,7.1,0.0,23.15,327.95,2.03,3.68,Home appliances,23.15,8034.2,295.3,,4.0,,4160.64,7384.43,614.97,12.687,
WILLAMAGOR,0.57,-0.0,-1.15,-201.97,,-81.71,Investment & Lending,-1.15,1.54,-1.26,,-0.32,,-221.29,396.57,0.27,1.0956,
WINDLAS,11.44,0.0514,31.59,275.2,1.95,7.35,Pharmaceuticals,31.14,904.09,66.44,,7.32,29.88,580.83,907.34,0.53,2.1106,
WINDMACHIN,0.13,0.1618,0.08,55.73,1.28,0.11,,0.06,570.5,0.64,,0.07,79.8,493.3,883.44,25.24,8.8522,
WIPL,1.01,0.2084,0.86,52.34,2.11,0.38,Wood and wood base,0.86,118.88,0.45,,0.63,9.26,44.44,71.12,1.58,0.849,
WIPRO,15.03,0.1902,12.6,84.16,2.05,14.32,,12.56,92624.0,13265.5,,9.38,16787.4,88269.2,141407.7,10555.5,1048.85,
WOCKPHARMA,10.28,0.5658,19.54,190.37,1.61,18.23,Pharmaceuticals,19.52,1739.0,317.0,,5.34,1745.0,3084.0,5935.0,76.0,16.2,
WONDERLA,4.55,0.0008,12.89,283.32,6.31,15.76,,12.83,518.77,81.73,,4.2,1.53,1796.9,1946.99,16.8,6.3423,
WORTHPERI,9.24,0.0,11.2,121.15,15.89,8.42,The Company has only one reportable segment namely ‘Manufacture and Sale of Corrugated Boxes’ as per Ind AS 108 – Operating Segments.,11.2,209.54,17.63,,8.65,,190.82,203.84,2.27,1.5751,
WSI,0.56,0.1671,0.33,52.0,3.08,2.42,Not Applicable,0.31,91.5,2.21,,0.41,65.96,394.66,540.22,27.54,7.589,
WSTCSTPAPR,3.72,0.0749,22.8,633.79,3.42,3.64,,22.8,4278.79,155.73,,2.85,313.37,4186.13,5454.51,32.21,6.6049,
