TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-10,2026-09-10,CM,NSE,STK,2263,INE545U01014,BANDHANBNK,EQ,,,,,BANDHAN BANK LIMITED,171.90,174.01,169.41,174.00,174.00,171.70,,173.99,,,11859976,2034639199.82,52038,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,760325,INF194KB1KJ7,GOLDBND,EQ,,,,,BANDHANAMC - GOLDBND,152.10,153.88,151.82,152.51,152.85,152.03,,152.52,,,22899,3504049.84,158,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,18783,INF194KA1U07,IDFNIFTYET,EQ,,,,,BANDHANAMC - IDFNIFTYET,258.86,259.93,258.68,259.15,259.15,259.96,,259.15,,,1016,263609.07,38,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,760328,INF194KB1KI9,SILVERBND,EQ,,,,,BANDHANAMC - SILVERBND,235.84,237.07,233.46,233.85,233.69,233.12,,233.85,,,15782,3713188.51,170,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,15303,INE863I01016,BANG,EQ,,,,,BANG OVERSEAS LTD.,35.63,35.99,33.30,34.51,34.50,35.63,,34.51,,,30450,1054711.00,323,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,4668,INE028A01039,BANKBARODA,EQ,,,,,BANK OF BARODA,235.00,239.46,234.84,237.62,237.62,234.10,,237.63,,,8949331,2128015021.05,64591,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,4745,INE084A01016,BANKINDIA,EQ,,,,,BANK OF INDIA,141.30,142.72,140.00,141.00,141.00,141.06,,141.11,,,5321538,751902618.93,19512,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,11377,INE457A01014,MAHABANK,EQ,,,,,BANK OF MAHARASHTRA,84.56,86.25,83.75,84.35,84.35,84.56,,84.35,,,15415768,1313442351.55,43373,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,822,INE862Y01015,BANKA,EQ,,,,,BANKA BIOLOO LIMITED,79.90,81.43,77.20,77.93,77.25,77.56,,77.93,,,14098,1141625.30,75,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,12037,INE186H01022,BASML,BE,,,,,BANNARI AM SPIN MILL LTD.,24.59,25.10,24.25,25.00,25.00,24.59,,25.00,,,38404,950575.48,87,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,350,INE459A01010,BANARISUG,EQ,,,,,BANNARI AMMAN SUGARS LTD,3661.00,3680.50,3556.00,3590.40,3590.00,3650.80,,3590.13,,,897,3234079.00,230,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,24386,INE0B9K01025,BANSALWIRE,EQ,,,,,BANSAL WIRE INDUSTRIES L,306.00,312.80,305.40,311.40,312.50,304.35,,311.37,,,59609,18459397.00,3474,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,14511,INE629D01020,BANSWRAS,EQ,,,,,BANSWARA SYNTEX LIMITED,113.40,117.00,112.60,113.04,113.52,113.42,,113.03,,,30780,3504223.62,527,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,15073,INE139I01011,BVCL,EQ,,,,,BARAK VALLEY CEM. LTD.,44.60,44.99,43.10,43.44,43.60,44.02,,43.44,,,19531,858836.31,335,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,29176,INE0QX401014,BARFLEX,SM,,,,,BARFLEX POLYFILMS LIMITED,60.90,60.90,59.90,59.90,59.90,59.90,,59.90,,,18000,1080200.00,8,F1,2000,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,24117,INF251K01TL6,BBNPNBETF,EQ,,,,,BARODABNP - BBNPNBETF,56.85,57.35,56.68,56.89,56.80,58.44,,56.90,,,1242,70671.04,39,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,20547,INF251K01SU9,BBNPPGOLD,EQ,,,,,BARODABNP - BBNPPGOLD,147.40,150.35,146.05,147.80,147.55,147.40,,147.80,,,777,115005.75,58,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,368,INE373A01013,BASF,EQ,,,,,BASF INDIA LTD,3700.00,3783.00,3678.40,3688.30,3680.00,3746.00,,3688.48,,,18740,69575344.30,4912,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,18442,INE0OCC01013,BASILIC,SM,,,,,BASILIC FLY STUDIO LTD,193.50,198.00,193.45,193.90,194.00,189.80,,193.90,,,15000,2940285.00,45,F1,300,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,371,INE176A01028,BATAINDIA,EQ,,,,,BATA INDIA LTD,660.00,664.00,651.15,653.25,653.60,661.05,,653.29,,,78777,51818431.95,7088,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,762568,INE177C01022,BATLIBOI,EQ,,,,,BATLIBOI LTD.,87.29,88.49,85.05,85.59,85.80,87.29,,85.59,,,27083,2328137.01,522,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,22571,INE0JFJ01011,BAWEJA,SM,,,,,BAWEJA STUDIOS LIMITED,23.90,24.05,23.00,23.65,23.65,23.65,,23.65,,,8800,207880.00,10,F1,800,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,17927,INE462A01022,BAYERCROP,EQ,,,,,BAYER CROPSCIENCE LTD,3945.10,3995.00,3942.10,3978.40,3979.20,3951.10,,3978.42,,,13598,54017540.00,2856,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,2513,INE412G01024,BCLIND,EQ,,,,,BCL INDUSTRIES LIMITED,35.43,35.59,35.01,35.12,35.10,35.49,,35.13,,,253699,8946277.23,2387,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,761494,INE00SW01015,BCPL,EQ,,,,,BCPL RAILWAY INFRA LTD,72.71,72.71,70.20,71.05,70.89,72.71,,70.99,,,11430,810863.87,276,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,23922,INE639X01027,BEACON,SM,,,,,BEACON TRUSTEESHIP LTD,86.00,86.00,86.00,86.00,86.00,84.00,,86.00,,,1000,86000.00,1,F1,1000,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,17933,INE520H01022,BEARDSELL,EQ,,,,,BEARDSELL LIMITED,25.70,25.70,24.20,24.39,24.20,24.96,,24.39,,,14895,366584.93,214,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,20196,INE844K01012,BEDMUTHA,EQ,,,,,BEDMUTHA INDUST LTD,106.41,107.75,105.02,105.37,105.20,108.39,,105.39,,,5440,577841.04,85,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,762573,INE213D01015,BEEKAY,EQ,,,,,BEEKAY STEEL INDS. LTD.,426.95,440.00,420.10,433.40,435.70,426.15,,431.23,,,2538,1098066.90,87,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,765291,INE1EEM01017,BLEL,EQ,,,,,BEHARI LAL ENGINEERING L,458.90,461.65,437.15,441.60,440.00,456.75,,441.81,,,563397,252543470.55,13287,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,757938,INE344T01014,BELLACASA,EQ,,,,,BELLA CASA FASH AND RET L,248.58,267.58,244.21,262.11,261.00,246.65,,262.09,,,28023,7297790.09,1738,F1,1,,,,,
